File,Alias,Question,Answer,Confidence
sample_nocs/0000021958.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Marion Law,100
sample_nocs/0000021958.PDF,dossier_id,What is the Dossier Id?,e174396,97
sample_nocs/0000021958.PDF,submission_no,What is the Submission Number?,196769,99
sample_nocs/0000021958.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Basilea Pharmaceutica International AG,98
sample_nocs/0000021958.PDF,product_name,What is the Product name?,ZEVTERA,97
sample_nocs/0000021958.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Intravenous, Powder for Solution, 500 mg/vial",88
sample_nocs/0000021958.PDF,species,What is the species?,NA,NA
sample_nocs/0000021958.PDF,noc_date,What is the date of the document?,FEB 07 2017,93
sample_nocs/0000021958.PDF,medicinal_ingredients,What are the medicinal ingredients?,Ceftobiprole (supplied as ceftobiprole medocaril sodium),50
sample_nocs/0000021991.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Andriol, Organon Canada Ltd., Canada",65
sample_nocs/0000021991.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,85
sample_nocs/0000021991.PDF,noc_reason,What was the reason for the submission?,Revisions to the labels,98
sample_nocs/0000021991.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Marion Law,100
sample_nocs/0000021991.PDF,dossier_id,What is the Dossier Id?,e156618,96
sample_nocs/0000021991.PDF,submission_no,What is the Submission Number?,202290,99
sample_nocs/0000021991.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Taro Pharmaceuticals Inc.,93
sample_nocs/0000021991.PDF,product_name,What is the Product name?,Taro-Testosterone,97
sample_nocs/0000021991.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Capsule, 40 mg",73
sample_nocs/0000021991.PDF,species,What is the species?,NA,NA
sample_nocs/0000021991.PDF,noc_date,What is the date of the document?,MAR 14 2017,95
sample_nocs/0000021991.PDF,medicinal_ingredients,What are the medicinal ingredients?,Testosterone Undecanoate,99
sample_nocs/0000022040.PDF,canadian_reference_product,What is the Canadian Reference Product?,Methotrexate,76
sample_nocs/0000022040.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,86
sample_nocs/0000022040.PDF,noc_reason,What was the reason for the submission?,To remove information pertaining to the injection formulation from the Product Monograph,49
sample_nocs/0000022040.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Marion Law,100
sample_nocs/0000022040.PDF,dossier_id,What is the Dossier Id?,E133862,98
sample_nocs/0000022040.PDF,submission_no,What is the Submission Number?,200730,99
sample_nocs/0000022040.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Pfizer Canada Inc.,83
sample_nocs/0000022040.PDF,product_name,What is the Product name?,Methotrexate,46
sample_nocs/0000022040.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Tablet, 2.5 mg",88
sample_nocs/0000022040.PDF,species,What is the species?,NA,NA
sample_nocs/0000022040.PDF,noc_date,What is the date of the document?,MAR 06 2017,65
sample_nocs/0000022040.PDF,medicinal_ingredients,What are the medicinal ingredients?,Methotrexate (supplied as methotrexate disodium),58
sample_nocs/0000022055.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000022055.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,88
sample_nocs/0000022055.PDF,noc_reason,What was the reason for the submission?,Administrative: Transfer of Drug Identification Numbers / Administratif: Transfert d'identification numérique des drogues,26
sample_nocs/0000022055.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Marion Law,100
sample_nocs/0000022055.PDF,dossier_id,What is the Dossier Id?,e125722,90
sample_nocs/0000022055.PDF,submission_no,What is the Submission Number?,202905,99
sample_nocs/0000022055.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Novartis Pharmaceuticals Canada Inc.,82
sample_nocs/0000022055.PDF,product_name,What is the Product name?,CILOXAN,92
sample_nocs/0000022055.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?",01945270,66
sample_nocs/0000022055.PDF,species,What is the species?,NA,NA
sample_nocs/0000022055.PDF,noc_date,What is the date of the document?,APR 03 2017,94
sample_nocs/0000022055.PDF,medicinal_ingredients,What are the medicinal ingredients?,Ciprofloxacin Hydrochloride,95
sample_nocs/0000022185.PDF,canadian_reference_product,What is the Canadian Reference Product?,DIPROSONE,45
sample_nocs/0000022185.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,89
sample_nocs/0000022185.PDF,noc_reason,What was the reason for the submission?,Change in the drug product manufacturing and testing site.,73
sample_nocs/0000022185.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Marion Law,100
sample_nocs/0000022185.PDF,dossier_id,What is the Dossier Id?,E144901,97
sample_nocs/0000022185.PDF,submission_no,What is the Submission Number?,198311,99
sample_nocs/0000022185.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Merck Canada Inc.,54.000003814697266
sample_nocs/0000022185.PDF,product_name,What is the Product name?,DIPROSONE,97
sample_nocs/0000022185.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Topical, Cream, 0.05%",93
sample_nocs/0000022185.PDF,species,What is the species?,NA,NA
sample_nocs/0000022185.PDF,noc_date,What is the date of the document?,MAY 03 2017,99
sample_nocs/0000022185.PDF,medicinal_ingredients,What are the medicinal ingredients?,Betamethasone dipropionate,97
sample_nocs/0000022200.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Prograf, Astellas Pharma Canada Inc., Canada",41
sample_nocs/0000022200.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,90
sample_nocs/0000022200.PDF,noc_reason,What was the reason for the submission?,Administrative: Licensing agreement between two companies / Administratif: Accord de licence entre two companies,16
sample_nocs/0000022200.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Marion Law,100
sample_nocs/0000022200.PDF,dossier_id,What is the Dossier Id?,199887,68
sample_nocs/0000022200.PDF,submission_no,What is the Submission Number?,199889,99
sample_nocs/0000022200.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Jamp Pharma Corporation,98
sample_nocs/0000022200.PDF,product_name,What is the Product name?,JAMP-TACROLIMUS,78
sample_nocs/0000022200.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?",02460238,52
sample_nocs/0000022200.PDF,species,What is the species?,NA,NA
sample_nocs/0000022200.PDF,noc_date,What is the date of the document?,APR 11 2017,79
sample_nocs/0000022200.PDF,medicinal_ingredients,What are the medicinal ingredients?,Tacrolimus,98
sample_nocs/0000022217.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Didrocal, Procter and Gamble Pharmaceuticals Canada, Inc., Canada",9
sample_nocs/0000022217.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,88
sample_nocs/0000022217.PDF,noc_reason,What was the reason for the submission?,Update to the Product Monograph regarding Osteonecrosis of the Jaw (ONJ) in response to an Advisement Letter.,58.999996185302734
sample_nocs/0000022217.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Marion Law,100
sample_nocs/0000022217.PDF,dossier_id,What is the Dossier Id?,P124075,98
sample_nocs/0000022217.PDF,submission_no,What is the Submission Number?,201597,99
sample_nocs/0000022217.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,ACTavis  Pharma Company,60.000003814697266
sample_nocs/0000022217.PDF,product_name,What is the Product name?,ACT ETIDROCAL,83
sample_nocs/0000022217.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Tablet, 400 mg / 1250 mg",76
sample_nocs/0000022217.PDF,species,What is the species?,NA,NA
sample_nocs/0000022217.PDF,noc_date,What is the date of the document?,APR 12 2017,86
sample_nocs/0000022217.PDF,medicinal_ingredients,What are the medicinal ingredients?,Etidronate disodium / Calcium carbonate,97
sample_nocs/0000022331.PDF,canadian_reference_product,What is the Canadian Reference Product?,INTRALIPID 10% INTRALIPID 20%,39
sample_nocs/0000022331.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,91
sample_nocs/0000022331.PDF,noc_reason,What was the reason for the submission?,To add a Patient Medication Information Section to the Product Monograph and Package Insert.,39
sample_nocs/0000022331.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Marion Law,100
sample_nocs/0000022331.PDF,dossier_id,What is the Dossier Id?,e122902,96
sample_nocs/0000022331.PDF,submission_no,What is the Submission Number?,203141,99
sample_nocs/0000022331.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Fresenius Kabi Canada Ltd.,58.999996185302734
sample_nocs/0000022331.PDF,product_name,What is the Product name?,INTRALIPID 10% INTRALIPID 20% INTRALIPID 30%,77
sample_nocs/0000022331.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Intravenous, Emulsion, 10% / W/V",85
sample_nocs/0000022331.PDF,species,What is the species?,NA,NA
sample_nocs/0000022331.PDF,noc_date,What is the date of the document?,MAY 12 2017,98
sample_nocs/0000022331.PDF,medicinal_ingredients,What are the medicinal ingredients?,Soybean Oil,99
sample_nocs/0000022420.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000022420.PDF,directorate,What is the directorate that approved the submission?,NA,NA
sample_nocs/0000022420.PDF,noc_reason,What was the reason for the submission?,Manufacturing Changes,98
sample_nocs/0000022420.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. Mary Jane Ireland,91
sample_nocs/0000022420.PDF,dossier_id,What is the Dossier Id?,v175167,95
sample_nocs/0000022420.PDF,submission_no,What is the Submission Number?,201435,99
sample_nocs/0000022420.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Intervet Canada Corp.,96
sample_nocs/0000022420.PDF,product_name,What is the Product name?,SALIX,97
sample_nocs/0000022420.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","00116238, Intravenous, Intramuscular, Solution, 50 mg/mL",82
sample_nocs/0000022420.PDF,species,What is the species?,"Dogs, Cats, Horses, Cattle",96
sample_nocs/0000022420.PDF,noc_date,What is the date of the document?,MAY 26 2017,99
sample_nocs/0000022420.PDF,medicinal_ingredients,What are the medicinal ingredients?,Furosemide,99
sample_nocs/0000022454.PDF,canadian_reference_product,What is the Canadian Reference Product?,MOVANTIK,94
sample_nocs/0000022454.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,87
sample_nocs/0000022454.PDF,noc_reason,What was the reason for the submission?,Additional alternate manufacturing and testing site for the drug substance,98
sample_nocs/0000022454.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Kimby N. Barton,84
sample_nocs/0000022454.PDF,dossier_id,What is the Dossier Id?,e158636,96
sample_nocs/0000022454.PDF,submission_no,What is the Submission Number?,201180,99
sample_nocs/0000022454.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,AstraZeneca Canada Inc.,70
sample_nocs/0000022454.PDF,product_name,What is the Product name?,MOVANTIK,99
sample_nocs/0000022454.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Tablet, 12.5 mg",88
sample_nocs/0000022454.PDF,species,What is the species?,NA,NA
sample_nocs/0000022454.PDF,noc_date,What is the date of the document?,JUN 20 2017,86
sample_nocs/0000022454.PDF,medicinal_ingredients,What are the medicinal ingredients?,Naloxegol (supplied as naloxegol oxalate),58.999996185302734
sample_nocs/0000022491.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Maxalt Smelt, Merck Sharp & Dohme BV, The Netherlands",63
sample_nocs/0000022491.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,89
sample_nocs/0000022491.PDF,noc_reason,What was the reason for the submission?,Administrative: Licensing agreement between two companies / Administratif: Accord de licence entre two companies,15.000000953674316
sample_nocs/0000022491.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Marion Law,100
sample_nocs/0000022491.PDF,dossier_id,What is the Dossier Id?,e153424,92
sample_nocs/0000022491.PDF,submission_no,What is the Submission Number?,205473,98
sample_nocs/0000022491.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Jamp Pharma Corporation,98
sample_nocs/0000022491.PDF,product_name,What is the Product name?,JAMP-RIZATRIPTAN ODT,83
sample_nocs/0000022491.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02465086 (oral, orally disintegrating tablet, 5mg)",52
sample_nocs/0000022491.PDF,species,What is the species?,NA,NA
sample_nocs/0000022491.PDF,noc_date,What is the date of the document?,JUN 16 2017,89
sample_nocs/0000022491.PDF,medicinal_ingredients,What are the medicinal ingredients?,"Rizatriptan, supplied as Rizatriptan Benzoate",90
sample_nocs/0000022523.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Lipidil EZ, Fournier Pharma Inc., Canada",62
sample_nocs/0000022523.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,87
sample_nocs/0000022523.PDF,noc_reason,What was the reason for the submission?,abrégée de drogue nouvelle,34
sample_nocs/0000022523.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Kimby N. Barton,82
sample_nocs/0000022523.PDF,dossier_id,What is the Dossier Id?,186636,46
sample_nocs/0000022523.PDF,submission_no,What is the Submission Number?,186636,95
sample_nocs/0000022523.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Mint Pharmaceuticals Inc.,97
sample_nocs/0000022523.PDF,product_name,What is the Product name?,Mint-Fenofibrate E,95
sample_nocs/0000022523.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02465167, Oral, Tablet, 145 mg",81
sample_nocs/0000022523.PDF,species,What is the species?,NA,NA
sample_nocs/0000022523.PDF,noc_date,What is the date of the document?,JUN 21 2017,73
sample_nocs/0000022523.PDF,medicinal_ingredients,What are the medicinal ingredients?,Fenofibrate,95
sample_nocs/0000022559.PDF,canadian_reference_product,What is the Canadian Reference Product?,Docetaxel Injection USP,97
sample_nocs/0000022559.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,83
sample_nocs/0000022559.PDF,noc_reason,What was the reason for the submission?,Alternate drug substance manufacturing site,98
sample_nocs/0000022559.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Kimby N. Barton,82
sample_nocs/0000022559.PDF,dossier_id,What is the Dossier Id?,e116151,98
sample_nocs/0000022559.PDF,submission_no,What is the Submission Number?,201500,99
sample_nocs/0000022559.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Pfizer Canada Inc.,89
sample_nocs/0000022559.PDF,product_name,What is the Product name?,Docetaxel Injection USP,98
sample_nocs/0000022559.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Intravenous, Solution, 10 mg/mL",52.999996185302734
sample_nocs/0000022559.PDF,species,What is the species?,NA,NA
sample_nocs/0000022559.PDF,noc_date,What is the date of the document?,JUL 10 2017,83
sample_nocs/0000022559.PDF,medicinal_ingredients,What are the medicinal ingredients?,Docetaxel,99
sample_nocs/0000022718.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Atripla, Bristol-Myers Squibb & Gilead Sciences, LLC., Canada",55
sample_nocs/0000022718.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,85
sample_nocs/0000022718.PDF,noc_reason,What was the reason for the submission?,Change in the drug substance supplier,80
sample_nocs/0000022718.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,70
sample_nocs/0000022718.PDF,dossier_id,What is the Dossier Id?,e151693,91
sample_nocs/0000022718.PDF,submission_no,What is the Submission Number?,198372,99
sample_nocs/0000022718.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Teva Canada Limited,62
sample_nocs/0000022718.PDF,product_name,What is the Product name?,Teva-Efavirenz/Emtricitabine/Tenofovir,70
sample_nocs/0000022718.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Tablet, 600 mg/ 200 mg/ 300 mg",32
sample_nocs/0000022718.PDF,species,What is the species?,NA,NA
sample_nocs/0000022718.PDF,noc_date,What is the date of the document?,JUL 26 2017,85
sample_nocs/0000022718.PDF,medicinal_ingredients,What are the medicinal ingredients?,Efavirenz / Emtricitabine / Tenofovir Disoproxil Fumarate,79
sample_nocs/0000022724.PDF,canadian_reference_product,What is the Canadian Reference Product?,DUAVIVE,83
sample_nocs/0000022724.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,91
sample_nocs/0000022724.PDF,noc_reason,What was the reason for the submission?,Update to the Product Monograph reflecting the results of a drug-drug interaction (DDI) study.,72
sample_nocs/0000022724.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,66
sample_nocs/0000022724.PDF,dossier_id,What is the Dossier Id?,E157762,97
sample_nocs/0000022724.PDF,submission_no,What is the Submission Number?,199318,99
sample_nocs/0000022724.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Pfizer Canada Inc.,84
sample_nocs/0000022724.PDF,product_name,What is the Product name?,DUAVIVE,88
sample_nocs/0000022724.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Tablet, 0.45 mg and 20 mg",84
sample_nocs/0000022724.PDF,species,What is the species?,NA,NA
sample_nocs/0000022724.PDF,noc_date,What is the date of the document?,JUL 20 2017,71
sample_nocs/0000022724.PDF,medicinal_ingredients,What are the medicinal ingredients?,Conjugated estrogens and bazedoxifene (suppled as bazedoxifene acetate),66
sample_nocs/0000022849.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Taxol, Bristol-Myers Squibb Canada",31
sample_nocs/0000022849.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,80
sample_nocs/0000022849.PDF,noc_reason,What was the reason for the submission?,Administrative,64
sample_nocs/0000022849.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,72
sample_nocs/0000022849.PDF,dossier_id,What is the Dossier Id?,e120541,94
sample_nocs/0000022849.PDF,submission_no,What is the Submission Number?,207276,97
sample_nocs/0000022849.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Pfizer Canada Inc.,85
sample_nocs/0000022849.PDF,product_name,What is the Product name?,PACLITAXEL FOR INJECTION,89
sample_nocs/0000022849.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02296624 (intravenous, solution, 6 mg/mL)",37
sample_nocs/0000022849.PDF,species,What is the species?,NA,NA
sample_nocs/0000022849.PDF,noc_date,What is the date of the document?,AUG 11 2017,58
sample_nocs/0000022849.PDF,medicinal_ingredients,What are the medicinal ingredients?,Paclitaxel,92
sample_nocs/0000022980.PDF,canadian_reference_product,What is the Canadian Reference Product?,LMD 10% IN 0.9% SODIUM CHLORIDE,75
sample_nocs/0000022980.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,84
sample_nocs/0000022980.PDF,noc_reason,What was the reason for the submission?,Administrative,54.000003814697266
sample_nocs/0000022980.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,83
sample_nocs/0000022980.PDF,dossier_id,What is the Dossier Id?,e113071,95
sample_nocs/0000022980.PDF,submission_no,What is the Submission Number?,208703,98
sample_nocs/0000022980.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Pfizer Canada Inc.,88
sample_nocs/0000022980.PDF,product_name,What is the Product name?,LMD 10% IN 0.9% SODIUM CHLORIDE,85
sample_nocs/0000022980.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?",00224227,92
sample_nocs/0000022980.PDF,species,What is the species?,NA,NA
sample_nocs/0000022980.PDF,noc_date,What is the date of the document?,SEP 20 2017,87
sample_nocs/0000022980.PDF,medicinal_ingredients,What are the medicinal ingredients?,"Dextran, Sodium Chloride",91
sample_nocs/0000023031.PDF,canadian_reference_product,What is the Canadian Reference Product?,CETROTIDE,68
sample_nocs/0000023031.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,86
sample_nocs/0000023031.PDF,noc_reason,What was the reason for the submission?,Update the Product Monograph and Package Insert to remove references to the discontinued 3 mg strength formulation.,71
sample_nocs/0000023031.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,63
sample_nocs/0000023031.PDF,dossier_id,What is the Dossier Id?,E126924,98
sample_nocs/0000023031.PDF,submission_no,What is the Submission Number?,208150,100
sample_nocs/0000023031.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,EMD Serono,57
sample_nocs/0000023031.PDF,product_name,What is the Product name?,CETROTIDE,96
sample_nocs/0000023031.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Subcutaneous, Powder for Solution, 0.25 mg/vial",80
sample_nocs/0000023031.PDF,species,What is the species?,NA,NA
sample_nocs/0000023031.PDF,noc_date,What is the date of the document?,SEP 27 2017,98
sample_nocs/0000023031.PDF,medicinal_ingredients,What are the medicinal ingredients?,Cetrorelix (supplied as cetrorelix acetate),68
sample_nocs/0000023035.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Cipralex, Lundbeck Canada Inc.",34
sample_nocs/0000023035.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,84
sample_nocs/0000023035.PDF,noc_reason,What was the reason for the submission?,Administrative: Licensing agreement between two companies / Administratif: Accord de licence entre two companies,17
sample_nocs/0000023035.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,72
sample_nocs/0000023035.PDF,dossier_id,What is the Dossier Id?,e176931,91
sample_nocs/0000023035.PDF,submission_no,What is the Submission Number?,208547,98
sample_nocs/0000023035.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Jamp Pharma Corporation,98
sample_nocs/0000023035.PDF,product_name,What is the Product name?,JAMP-ESCITALOPRAM,77
sample_nocs/0000023035.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02429780 (oral, tablet, 10mg)",79
sample_nocs/0000023035.PDF,species,What is the species?,NA,NA
sample_nocs/0000023035.PDF,noc_date,What is the date of the document?,SEP 2 2017,46
sample_nocs/0000023035.PDF,medicinal_ingredients,What are the medicinal ingredients?,"Escitalopram, supplied as Escitalopram Oxalate",91
sample_nocs/0000023077.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Diclectin, Duchesnay Inc., Canada",48
sample_nocs/0000023077.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,85
sample_nocs/0000023077.PDF,noc_reason,What was the reason for the submission?,NA,NA
sample_nocs/0000023077.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,70
sample_nocs/0000023077.PDF,dossier_id,What is the Dossier Id?,p108249,98
sample_nocs/0000023077.PDF,submission_no,What is the Submission Number?,108249,99
sample_nocs/0000023077.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Teva Canada Limited,68
sample_nocs/0000023077.PDF,product_name,What is the Product name?,Teva-Doxylamine/Pyridoxine DR,88
sample_nocs/0000023077.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02304503, Oral, Tablet (delayed-release), 10 mg/10 mg",33
sample_nocs/0000023077.PDF,species,What is the species?,NA,NA
sample_nocs/0000023077.PDF,noc_date,What is the date of the document?,OCT 05 2017,90
sample_nocs/0000023077.PDF,medicinal_ingredients,What are the medicinal ingredients?,Doxylamine Succinate / Pyridoxine Hydrochloride,86
sample_nocs/0000023095.PDF,canadian_reference_product,What is the Canadian Reference Product?,ZYKADIA,72
sample_nocs/0000023095.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,92
sample_nocs/0000023095.PDF,noc_reason,What was the reason for the submission?,"Final report for study CLDK378X2101 as per the commitment in the Letter of Undertaking (LOU) dated March 20, 2015.",46
sample_nocs/0000023095.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,64
sample_nocs/0000023095.PDF,dossier_id,What is the Dossier Id?,E162920,98
sample_nocs/0000023095.PDF,submission_no,What is the Submission Number?,201361,98
sample_nocs/0000023095.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Novartis Pharmaceuticals Canada Inc.,85
sample_nocs/0000023095.PDF,product_name,What is the Product name?,ZYKADIA,80
sample_nocs/0000023095.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Capsule, 150 mg",85
sample_nocs/0000023095.PDF,species,What is the species?,NA,NA
sample_nocs/0000023095.PDF,noc_date,What is the date of the document?,OCT 20 2017,68
sample_nocs/0000023095.PDF,medicinal_ingredients,What are the medicinal ingredients?,Ceritinib,98
sample_nocs/0000023265.PDF,canadian_reference_product,What is the Canadian Reference Product?,ACTEMRA,58.999996185302734
sample_nocs/0000023265.PDF,directorate,What is the directorate that approved the submission?,NA,NA
sample_nocs/0000023265.PDF,noc_reason,What was the reason for the submission?,New Indication / Nouvelle indication,30.000001907348633
sample_nocs/0000023265.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Catherine Parker,100
sample_nocs/0000023265.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000023265.PDF,submission_no,What is the Submission Number?,204251,99
sample_nocs/0000023265.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Hoffman-La Roche Limited,99
sample_nocs/0000023265.PDF,product_name,What is the Product name?,ACTEMRA,96
sample_nocs/0000023265.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, SC, SOL, 162 mg/0.9mL",83
sample_nocs/0000023265.PDF,species,What is the species?,NA,NA
sample_nocs/0000023265.PDF,noc_date,What is the date of the document?,NOV 14 2017,83
sample_nocs/0000023265.PDF,medicinal_ingredients,What are the medicinal ingredients?,tocilizumab,96
sample_nocs/0000023307.PDF,canadian_reference_product,What is the Canadian Reference Product?,APO-NORTRIPTYLINE,67
sample_nocs/0000023307.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,88
sample_nocs/0000023307.PDF,noc_reason,What was the reason for the submission?,Change in specifications,99
sample_nocs/0000023307.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,68
sample_nocs/0000023307.PDF,dossier_id,What is the Dossier Id?,e133219,96
sample_nocs/0000023307.PDF,submission_no,What is the Submission Number?,205519,99
sample_nocs/0000023307.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Apotex Inc.,81
sample_nocs/0000023307.PDF,product_name,What is the Product name?,APO-NORTRIPTYLINE,92
sample_nocs/0000023307.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Capsule, 10 mg",85
sample_nocs/0000023307.PDF,species,What is the species?,NA,NA
sample_nocs/0000023307.PDF,noc_date,What is the date of the document?,NOV 28 2017,82
sample_nocs/0000023307.PDF,medicinal_ingredients,What are the medicinal ingredients?,Nortriptyline hydrochloride,98
sample_nocs/0000023379.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Manerix, Hoffmann-La Roche Limited",55
sample_nocs/0000023379.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,88
sample_nocs/0000023379.PDF,noc_reason,What was the reason for the submission?,Labelling Assessment and Administrative Transfer of Drug Identification Number (DIN),89
sample_nocs/0000023379.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Dr. J. Patrick Stewart,67
sample_nocs/0000023379.PDF,dossier_id,What is the Dossier Id?,e125499,96
sample_nocs/0000023379.PDF,submission_no,What is the Submission Number?,210015,99
sample_nocs/0000023379.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,AA Pharma Inc,55
sample_nocs/0000023379.PDF,product_name,What is the Product name?,Moclobemide,99
